                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 2.0236,                 1.3081,                 1.2858,                0.71035,                0.70103,                0.75803,                0.43734,                 1.6682,                 1.0143,                 1.2665,             0.00081688,             0.00081688,             0.00081688
                    107,                 2.0323,                 1.3036,                 1.2845,                0.70733,                0.73155,                0.76842,                0.45326,                 1.6187,                 1.0037,                  1.265,             0.00081275,             0.00081275,             0.00081275
                    108,                 2.0059,                 1.2959,                 1.2857,                 0.7208,                0.69428,                0.76432,                0.45035,                 1.6517,                0.99734,                  1.259,             0.00080863,             0.00080863,             0.00080863
                    109,                 2.0378,                 1.3128,                 1.2896,                0.70576,                0.72022,                0.76813,                0.43795,                 1.6546,                 1.0146,                 1.2683,              0.0008045,              0.0008045,              0.0008045
                    110,                 2.0164,                 1.2988,                 1.2878,                0.71284,                0.72749,                0.78063,                0.44568,                 1.6584,                 1.0034,                 1.2683,             0.00080038,             0.00080038,             0.00080038
                    111,                 2.0197,                 1.2999,                 1.2833,                0.69455,                0.73752,                0.77819,                0.45356,                 1.6254,                 1.0037,                 1.2596,             0.00079625,             0.00079625,             0.00079625
                    112,                 2.0292,                 1.3052,                 1.2879,                0.73745,                0.73955,                0.79847,                 0.4627,                 1.6664,                0.97601,                 1.2666,             0.00079213,             0.00079213,             0.00079213
                    113,                 1.9945,                 1.2916,                 1.2772,                0.70882,                0.73182,                 0.7755,                 0.4439,                 1.6723,                0.99597,                 1.2653,               0.000788,               0.000788,               0.000788
                    114,                 2.0264,                 1.2954,                 1.2869,                 0.7472,                0.72539,                0.78013,                0.44796,                 1.6473,                 1.0076,                 1.2627,             0.00078387,             0.00078387,             0.00078387
                    115,                 1.9869,                 1.2827,                 1.2775,                0.73607,                 0.7265,                0.76606,                 0.4398,                 1.6625,                 1.0062,                 1.2775,             0.00077975,             0.00077975,             0.00077975
                    116,                 2.0125,                  1.292,                 1.2816,                0.73924,                0.73653,                0.77905,                0.44174,                 1.6974,                 1.0089,                 1.2746,             0.00077563,             0.00077563,             0.00077563
                    117,                 1.9856,                 1.2921,                 1.2804,                0.70503,                0.72346,                 0.7696,                0.43776,                  1.669,                 1.0107,                 1.2766,              0.0007715,              0.0007715,              0.0007715
                    118,                 1.9948,                 1.2808,                 1.2802,                0.72384,                0.71495,                 0.7643,                0.42953,                 1.7401,                 1.0083,                 1.2846,             0.00076738,             0.00076738,             0.00076738
                    119,                 1.9946,                 1.2689,                 1.2793,                0.70936,                0.71825,                0.77641,                0.43621,                 1.6764,                 1.0025,                   1.27,             0.00076325,             0.00076325,             0.00076325
                    120,                 1.9835,                  1.285,                 1.2771,                0.67034,                0.75532,                0.77029,                0.44124,                 1.6667,                0.99764,                 1.2693,             0.00075912,             0.00075912,             0.00075912
                    121,                 1.9922,                 1.2722,                 1.2787,                0.71888,                0.71734,                0.76822,                0.44682,                 1.6572,                0.99691,                 1.2633,               0.000755,               0.000755,               0.000755
                    122,                 1.9692,                 1.2591,                 1.2718,                0.76112,                0.68444,                0.77517,                0.44897,                 1.6728,                 1.0043,                  1.276,             0.00075088,             0.00075088,             0.00075088
                    123,                 1.9812,                 1.2792,                 1.2741,                0.71777,                0.70706,                0.77162,                0.44806,                 1.6926,                0.99192,                 1.2728,             0.00074675,             0.00074675,             0.00074675
                    124,                 1.9718,                 1.2674,                 1.2725,                 0.6701,                0.72098,                0.75194,                0.43714,                 1.6692,                 1.0105,                 1.2665,             0.00074263,             0.00074263,             0.00074263
                    125,                 1.9648,                 1.2677,                 1.2741,                0.69427,                0.73281,                0.76369,                0.44269,                 1.6566,                0.99206,                 1.2667,              0.0007385,              0.0007385,              0.0007385
                    126,                 1.9688,                 1.2487,                 1.2699,                0.71449,                0.72724,                0.76991,                0.44137,                 1.6958,                0.99153,                  1.271,             0.00073437,             0.00073437,             0.00073437
                    127,                 1.9659,                 1.2679,                 1.2731,                0.72894,                0.72274,                0.77062,                0.44592,                 1.6691,                  1.002,                 1.2745,             0.00073025,             0.00073025,             0.00073025
                    128,                 1.9746,                 1.2447,                 1.2728,                0.70099,                0.73092,                0.76751,                0.44595,                 1.6832,                0.97659,                 1.2792,             0.00072612,             0.00072612,             0.00072612
                    129,                  1.946,                 1.2404,                 1.2673,                0.72478,                 0.7004,                0.77936,                0.44415,                 1.6898,                0.98341,                 1.2731,               0.000722,               0.000722,               0.000722
                    130,                 1.9644,                  1.262,                  1.273,                0.70833,                0.75446,                0.77615,                0.44306,                 1.6857,                0.97851,                 1.2775,             0.00071788,             0.00071788,             0.00071788
                    131,                 1.9685,                 1.2553,                 1.2748,                0.73836,                0.72139,                0.78944,                0.45223,                  1.686,                0.98499,                 1.2753,             0.00071375,             0.00071375,             0.00071375
                    132,                 1.9111,                 1.2356,                 1.2639,                 0.7308,                0.71592,                0.78492,                0.45484,                 1.6747,                0.97504,                 1.2683,             0.00070962,             0.00070962,             0.00070962
                    133,                 1.9361,                 1.2348,                 1.2674,                0.70728,                0.74186,                0.77909,                0.44819,                 1.6818,                0.98552,                  1.276,              0.0007055,              0.0007055,              0.0007055
                    134,                 1.9737,                 1.2523,                 1.2727,                0.73884,                0.72547,                0.78207,                0.45143,                 1.6935,                0.97799,                 1.2739,             0.00070137,             0.00070137,             0.00070137
                    135,                  1.949,                 1.2349,                 1.2677,                0.72432,                0.72659,                0.77975,                0.45198,                 1.6726,                0.98134,                 1.2688,             0.00069725,             0.00069725,             0.00069725
                    136,                 1.9315,                 1.2415,                  1.266,                0.71085,                0.73129,                0.77888,                0.45078,                 1.6944,                0.96462,                 1.2778,             0.00069313,             0.00069313,             0.00069313
                    137,                 1.9437,                 1.2434,                  1.268,                0.70757,                0.76234,                0.78634,                  0.453,                 1.6453,                0.97126,                 1.2732,               0.000689,               0.000689,               0.000689
                    138,                 1.9148,                 1.2322,                  1.264,                0.71319,                0.75583,                0.77418,                0.45191,                  1.672,                0.96825,                 1.2767,             0.00068488,             0.00068488,             0.00068488
                    139,                 1.9601,                 1.2386,                 1.2665,                0.70135,                0.75831,                0.78117,                0.45005,                 1.7097,                0.97241,                 1.2802,             0.00068075,             0.00068075,             0.00068075
                    140,                 1.9477,                 1.2316,                 1.2653,                0.71505,                0.73217,                0.78055,                0.44771,                 1.7243,                0.97075,                 1.2818,             0.00067663,             0.00067663,             0.00067663
                    141,                 1.9019,                 1.2177,                 1.2549,                0.72033,                0.73444,                0.77293,                0.44048,                 1.7135,                0.97799,                 1.2785,              0.0006725,              0.0006725,              0.0006725
                    142,                 1.9317,                 1.2158,                 1.2646,                0.72539,                0.73188,                0.78534,                0.44966,                 1.7174,                0.97533,                 1.2838,             0.00066838,             0.00066838,             0.00066838
                    143,                 1.9197,                 1.2289,                 1.2641,                 0.7386,                0.70907,                0.76616,                0.43771,                 1.7044,                0.97949,                 1.2811,             0.00066425,             0.00066425,             0.00066425
                    144,                 1.9214,                 1.2317,                  1.261,                0.73715,                0.72779,                0.79086,                0.44558,                 1.7493,                0.96648,                 1.2869,             0.00066013,             0.00066013,             0.00066013
                    145,                 1.9053,                 1.2231,                 1.2581,                0.72926,                 0.7265,                0.77729,                0.44959,                 1.7086,                0.96158,                 1.2839,               0.000656,               0.000656,               0.000656
                    146,                 1.9275,                 1.2243,                 1.2603,                0.72577,                0.73591,                0.77687,                0.44371,                 1.7279,                0.97337,                 1.2882,             0.00065188,             0.00065188,             0.00065188
                    147,                 1.9025,                 1.2212,                 1.2598,                0.70626,                0.73835,                0.77724,                0.44254,                 1.7127,                0.96982,                 1.2878,             0.00064775,             0.00064775,             0.00064775
                    148,                 1.8952,                 1.2127,                 1.2578,                0.73031,                0.71405,                0.77173,                0.44346,                 1.7193,                0.97813,                 1.2886,             0.00064362,             0.00064362,             0.00064362
                    149,                 1.8615,                 1.1939,                 1.2532,                0.76553,                 0.7076,                0.77525,                0.44142,                 1.7442,                0.97816,                 1.2838,              0.0006395,              0.0006395,              0.0006395
                    150,                 1.8974,                 1.2125,                 1.2559,                0.74929,                0.70562,                0.77188,                0.45011,                 1.6856,                 0.9776,                 1.2827,             0.00063538,             0.00063538,             0.00063538
                    151,                 1.9052,                  1.217,                  1.257,                0.71929,                0.74052,                0.77177,                0.44324,                 1.7328,                0.96712,                 1.2877,             0.00063125,             0.00063125,             0.00063125
                    152,                 1.8785,                 1.2047,                 1.2533,                0.74114,                0.73424,                0.78302,                0.45075,                 1.7036,                0.97228,                 1.2868,             0.00062713,             0.00062713,             0.00062713
                    153,                 1.8983,                 1.2098,                 1.2549,                0.73396,                0.71768,                0.77813,                0.44553,                 1.7203,                0.96894,                 1.2867,               0.000623,               0.000623,               0.000623
                    154,                 1.8811,                 1.1949,                  1.255,                0.71394,                0.73038,                0.78151,                0.43727,                 1.7212,                0.97127,                 1.2908,             0.00061887,             0.00061887,             0.00061887
                    155,                 1.8758,                 1.1988,                 1.2537,                0.75577,                0.68366,                0.76583,                0.43063,                  1.768,                0.97619,                 1.3015,             0.00061475,             0.00061475,             0.00061475
                    156,                 1.8941,                 1.2039,                 1.2579,                0.70587,                0.74207,                0.76772,                0.43799,                 1.7577,                0.96464,                 1.2962,             0.00061062,             0.00061062,             0.00061062
                    157,                 1.8843,                 1.2045,                 1.2547,                0.72766,                0.73033,                0.77336,                0.44527,                 1.7578,                0.95016,                 1.2958,              0.0006065,              0.0006065,              0.0006065
                    158,                 1.8767,                  1.205,                 1.2526,                0.74338,                0.70914,                0.78122,                0.43832,                 1.7712,                0.95614,                 1.3053,             0.00060238,             0.00060238,             0.00060238
                    159,                 1.8715,                 1.1969,                  1.253,                0.73053,                0.72102,                0.78134,                0.44519,                 1.7473,                0.96142,                 1.2991,             0.00059825,             0.00059825,             0.00059825
                    160,                 1.8633,                 1.1836,                 1.2494,                0.70076,                0.73349,                0.77797,                 0.4432,                 1.7437,                 0.9673,                  1.295,             0.00059413,             0.00059413,             0.00059413
                    161,                 1.8791,                 1.1955,                  1.255,                0.73323,                0.73065,                0.78112,                0.44807,                  1.721,                0.95217,                 1.2918,                0.00059,                0.00059,                0.00059
                    162,                 1.8767,                  1.195,                 1.2526,                 0.7338,                0.73518,                0.78041,                0.45035,                 1.7483,                 0.9564,                 1.2953,             0.00058588,             0.00058588,             0.00058588
                    163,                 1.8805,                 1.1939,                  1.255,                0.70109,                0.76064,                0.77729,                0.44372,                 1.7433,                0.95507,                 1.3017,             0.00058175,             0.00058175,             0.00058175
                    164,                 1.8909,                 1.1894,                 1.2554,                0.73712,                0.70478,                0.77609,                0.44245,                 1.7714,                0.97876,                 1.3007,             0.00057763,             0.00057763,             0.00057763
                    165,                 1.8529,                  1.192,                 1.2478,                0.72389,                  0.728,                0.77789,                0.45074,                 1.7433,                0.96016,                 1.2967,              0.0005735,              0.0005735,              0.0005735
                    166,                 1.8606,                 1.1775,                 1.2506,                0.68504,                0.75973,                0.77168,                0.43872,                 1.7582,                0.97748,                 1.2959,             0.00056938,             0.00056938,             0.00056938
                    167,                 1.8465,                  1.171,                  1.248,                0.71951,                0.73209,                0.77664,                0.44419,                 1.7743,                0.95685,                 1.3011,             0.00056525,             0.00056525,             0.00056525
                    168,                 1.8449,                 1.1871,                 1.2479,                0.73902,                0.71847,                0.78581,                0.44753,                 1.7487,                0.95806,                 1.2967,             0.00056112,             0.00056112,             0.00056112
                    169,                  1.868,                 1.1836,                 1.2461,                0.74077,                0.72104,                0.77606,                0.44759,                 1.7676,                0.95941,                  1.304,               0.000557,               0.000557,               0.000557
                    170,                 1.8496,                 1.1697,                 1.2439,                0.75632,                0.70216,                0.77812,                0.44014,                 1.7478,                0.97658,                 1.2972,             0.00055287,             0.00055287,             0.00055287
                    171,                  1.859,                 1.1802,                 1.2486,                  0.736,                 0.7178,                  0.786,                 0.4452,                 1.7512,                 0.9711,                 1.2971,             0.00054875,             0.00054875,             0.00054875
                    172,                 1.8745,                 1.1845,                 1.2489,                0.72676,                0.69891,                0.77286,                0.44107,                  1.752,                0.96677,                 1.3022,             0.00054463,             0.00054463,             0.00054463
                    173,                 1.8749,                 1.1786,                  1.247,                0.71576,                0.72901,                  0.777,                0.44706,                 1.7548,                 0.9641,                 1.2979,              0.0005405,              0.0005405,              0.0005405
                    174,                 1.8502,                 1.1772,                 1.2448,                0.69775,                0.75411,                0.77534,                0.44485,                 1.7712,                0.96774,                  1.301,             0.00053638,             0.00053638,             0.00053638
                    175,                 1.8289,                 1.1618,                 1.2435,                0.76242,                 0.7111,                0.78304,                0.45134,                 1.7811,                0.95698,                 1.3074,             0.00053225,             0.00053225,             0.00053225
                    176,                 1.8693,                 1.1788,                 1.2479,                0.76364,                0.71391,                0.78449,                0.44644,                 1.7938,                0.95024,                 1.3147,             0.00052812,             0.00052812,             0.00052812
                    177,                 1.8428,                 1.1636,                 1.2432,                 0.7482,                0.72599,                0.79439,                0.45104,                  1.772,                 0.9502,                 1.3092,               0.000524,               0.000524,               0.000524
                    178,                 1.8255,                 1.1595,                 1.2402,                0.73801,                0.73233,                0.78717,                0.45025,                 1.7679,                0.96703,                 1.3076,             0.00051988,             0.00051988,             0.00051988
                    179,                 1.8188,                 1.1624,                 1.2426,                0.74597,                0.72385,                0.78216,                0.45175,                 1.7876,                 0.9651,                  1.308,             0.00051575,             0.00051575,             0.00051575
                    180,                  1.805,                 1.1405,                 1.2371,                0.71604,                0.75276,                0.78782,                0.45542,                 1.8041,                0.96687,                 1.3119,             0.00051163,             0.00051163,             0.00051163
                    181,                 1.8301,                 1.1633,                 1.2365,                0.74773,                0.74126,                0.78585,                0.44727,                 1.7986,                0.96847,                 1.3083,              0.0005075,              0.0005075,              0.0005075
                    182,                  1.831,                 1.1441,                 1.2409,                0.72286,                0.76111,                 0.7892,                 0.4482,                 1.7777,                0.95979,                 1.3085,             0.00050337,             0.00050337,             0.00050337
                    183,                 1.8483,                 1.1643,                 1.2403,                0.73617,                0.73624,                0.78532,                0.44411,                 1.7911,                0.95707,                 1.3085,             0.00049925,             0.00049925,             0.00049925
                    184,                 1.8123,                 1.1486,                 1.2383,                 0.7243,                0.74401,                0.78325,                0.44376,                 1.8122,                0.95661,                 1.3161,             0.00049513,             0.00049513,             0.00049513
                    185,                 1.8224,                 1.1447,                 1.2373,                0.73278,                0.73773,                  0.785,                0.44686,                 1.7985,                0.96078,                 1.3111,               0.000491,               0.000491,               0.000491
                    186,                 1.8122,                 1.1443,                 1.2368,                0.69699,                0.75664,                 0.7796,                0.44172,                 1.8014,                0.95605,                 1.3127,             0.00048687,             0.00048687,             0.00048687
                    187,                 1.8066,                 1.1383,                 1.2321,                 0.7278,                0.73493,                0.78256,                0.44425,                 1.8111,                0.95606,                 1.3134,             0.00048275,             0.00048275,             0.00048275
                    188,                 1.8109,                  1.151,                 1.2358,                0.68977,                0.77307,                0.78764,                0.44994,                  1.806,                0.95471,                 1.3175,             0.00047863,             0.00047863,             0.00047863
                    189,                 1.7931,                 1.1365,                 1.2318,                0.73447,                0.74893,                0.79727,                0.44579,                 1.8131,                0.95506,                 1.3166,              0.0004745,              0.0004745,              0.0004745
                    190,                 1.7985,                 1.1394,                 1.2321,                0.74622,                0.73264,                0.79069,                 0.4426,                 1.8081,                0.95057,                 1.3174,             0.00047038,             0.00047038,             0.00047038
                    191,                 1.7954,                 1.1323,                 1.2325,                0.72546,                0.74354,                0.78344,                0.44324,                  1.802,                0.96027,                 1.3103,             0.00046625,             0.00046625,             0.00046625
                    192,                 1.8148,                 1.1501,                 1.2378,                  0.706,                0.76274,                0.77848,                0.43515,                 1.7964,                0.96395,                 1.3127,             0.00046212,             0.00046212,             0.00046212
                    193,                 1.7997,                 1.1316,                 1.2304,                0.73877,                0.74352,                0.78223,                0.43711,                 1.8134,                0.95935,                 1.3224,               0.000458,               0.000458,               0.000458
                    194,                 1.8256,                  1.159,                 1.2353,                0.73769,                0.73073,                0.78229,                0.43854,                 1.7968,                0.96202,                 1.3167,             0.00045388,             0.00045388,             0.00045388
                    195,                  1.774,                 1.1306,                 1.2272,                0.71082,                0.75917,                0.77783,                0.43935,                 1.8063,                0.96079,                 1.3164,             0.00044975,             0.00044975,             0.00044975
                    196,                 1.7957,                 1.1409,                 1.2352,                 0.7026,                0.76581,                0.77118,                0.43951,                 1.8254,                0.96212,                 1.3154,             0.00044563,             0.00044563,             0.00044563
                    197,                   1.79,                 1.1367,                 1.2335,                0.70172,                0.77749,                0.77947,                0.44166,                 1.8029,                0.95756,                 1.3152,              0.0004415,              0.0004415,              0.0004415
                    198,                 1.8105,                  1.134,                 1.2352,                0.72017,                0.75372,                0.78481,                 0.4399,                 1.8198,                0.95793,                 1.3147,             0.00043738,             0.00043738,             0.00043738
                    199,                 1.7671,                 1.1174,                 1.2253,                0.72958,                 0.7504,                0.78298,                0.44178,                 1.8177,                0.96318,                 1.3154,             0.00043325,             0.00043325,             0.00043325
                    200,                 1.7531,                 1.1156,                 1.2247,                0.71197,                 0.7373,                0.77757,                0.44782,                 1.8148,                0.95513,                  1.314,             0.00042912,             0.00042912,             0.00042912
                    201,                 1.8049,                 1.1437,                 1.2377,                0.69874,                0.75429,                0.77927,                0.44463,                   1.81,                0.96163,                 1.3155,               0.000425,               0.000425,               0.000425
                    202,                 1.7564,                 1.1182,                 1.2242,                0.70476,                0.75344,                 0.7766,                0.43758,                 1.8205,                0.96177,                 1.3194,             0.00042087,             0.00042087,             0.00042087
                    203,                 1.7769,                 1.1248,                 1.2256,                0.72096,                0.75191,                0.78518,                0.44405,                 1.8205,                 0.9589,                 1.3173,             0.00041675,             0.00041675,             0.00041675
                    204,                  1.764,                 1.1111,                 1.2259,                0.76276,                0.71769,                0.78843,                0.44591,                 1.8109,                 0.9556,                 1.3182,             0.00041263,             0.00041263,             0.00041263
                    205,                  1.779,                 1.1289,                 1.2282,                0.70798,                0.77055,                0.77998,                0.44603,                 1.8319,                0.95623,                 1.3181,              0.0004085,              0.0004085,              0.0004085
                    206,                 1.7684,                 1.1205,                 1.2231,                0.71483,                0.74116,                0.77655,                0.44411,                 1.8319,                0.96317,                 1.3173,             0.00040438,             0.00040438,             0.00040438
                    207,                  1.747,                 1.1084,                 1.2228,                0.74774,                0.71577,                0.77765,                0.44359,                 1.8423,                0.95949,                 1.3234,             0.00040025,             0.00040025,             0.00040025
                    208,                 1.7981,                  1.132,                 1.2349,                0.74651,                0.73331,                 0.7835,                0.44214,                 1.8342,                0.96751,                 1.3199,             0.00039613,             0.00039613,             0.00039613
                    209,                 1.7579,                 1.1179,                 1.2217,                0.74087,                0.73174,                0.77679,                 0.4404,                 1.8284,                0.97161,                 1.3212,               0.000392,               0.000392,               0.000392
                    210,                 1.7781,                 1.1111,                 1.2269,                0.77149,                0.70405,                0.78162,                0.44226,                 1.8378,                0.96306,                 1.3254,             0.00038788,             0.00038788,             0.00038788
                    211,                 1.7505,                 1.1113,                 1.2214,                0.75205,                0.72345,                0.77617,                 0.4421,                 1.8298,                0.95766,                 1.3189,             0.00038375,             0.00038375,             0.00038375
                    212,                 1.7215,                 1.0897,                 1.2139,                0.73677,                0.73863,                0.78456,                0.43892,                 1.8403,                0.95917,                 1.3233,             0.00037962,             0.00037962,             0.00037962
